effect,detail,link,drugs,tfidf_score,is_top_k,e0,e1,e2
hallucinatory motion,feeling of movement while sitting still,,5-meo-dmt,0.006946356819664569,True,-40.690853,6.6361785,-17.276169
time dilation,time has no meaning each moment is forever,,5-meo-dmt,0.08267053082014572,True,-6.439989,44.814507,10.586369
time distortions,time has no meaning each moment is forever,,5-meo-dmt,0.1188228390960776,True,1.8382508,48.236965,-0.6376264
visual distortions,slight visual distortion,,5-meo-dmt,0.21181462621474703,True,31.027779,40.42175,-9.279699
visual distortions,lingering traces of energy body distortion sense of time and slight visual distortion,,5-meo-dmt,0.21181462621474703,True,31.027779,40.42175,-9.279699
time distortions,lingering traces of energy body distortion sense of time and slight visual distortion,,5-meo-dmt,0.1188228390960776,True,2.238736,42.937805,2.26258
bodily distortions,lingering traces of energy body distortion sense of time and slight visual distortion,,5-meo-dmt,0.013892713639329137,True,-28.72751,-33.49943,1.3650596
sensed presence,a feeling of a spiritual presence growing inside,,5-meo-dmt,0.010332420790963269,True,-36.32253,-3.9349213,-10.770456
visual distortions,fluttering in everything looked at but no visions,,5-meo-dmt,0.21181462621474703,True,31.027779,40.42175,-9.279699
derealization,able to hold a conversation but far away from reality,,5-meo-dmt,0.2572153499173369,True,42.629047,23.729162,4.6371803
cognitive impairments,able to hold a conversation but far away from reality,,5-meo-dmt,0.4619878470526773,True,25.449583,-41.145863,7.8738103
time dilation,feeling of time being frozen,,5-meo-dmt,0.08267053082014572,True,-9.036108,43.219913,6.347987
perception of divine presence,feeling of the presence of god,,5-meo-dmt,0.006946356819664569,True,-42.89367,2.4855595,-5.2718697
emotional emptiness,it wasn t a body bliss or even like a serotonin happy feeling it was as though nearly all of my mortal ness had dropped away leaving me only a tiny connection with which to speak,,5-meo-dmt,0.027785427278658275,True,-19.654747,0.44295195,2.9594193
reduced affective tone,it wasn t a body bliss or even like a serotonin happy feeling it was as though nearly all of my mortal ness had dropped away leaving me only a tiny connection with which to speak,,5-meo-dmt,0.006946356819664569,True,-52.46379,-10.720728,-25.412111
visual effects,i can t specifically describe the visual effect of what i was seeing it was like a background to the actual experience,,5-meo-dmt,0.08267053082014572,True,7.2961364,1.4038447,-30.04494
paresthesia,huge rush after instantly shifting from sober to thoroughly fuktup characteristic 5 meo dmt tinnitus constant sharp tingling rush from solar plexus to crown of head identical to mdma rush but without euphoria and nystagmus,,5-meo-dmt,0.16087076817012871,True,-10.43392,46.114784,-27.93262
tinnitus,huge rush after instantly shifting from sober to thoroughly fuktup characteristic 5 meo dmt tinnitus constant sharp tingling rush from solar plexus to crown of head identical to mdma rush but without euphoria and nystagmus,,5-meo-dmt,0.034731784098322845,True,-13.67639,-23.609545,36.63829
sensory overload,huge rush after instantly shifting from sober to thoroughly fuktup characteristic 5 meo dmt tinnitus constant sharp tingling rush from solar plexus to crown of head identical to mdma rush but without euphoria and nystagmus,,5-meo-dmt,0.04862449773765198,True,0.1496782,-37.51121,1.4014311
paralysis,immobilized for a few seconds,,5-meo-dmt,0.020839070458993705,True,-15.9109125,-17.23286,8.735324
blurred vision,vision blurred,,5-meo-dmt,0.006946356819664569,True,-41.791443,-2.1444247,-19.05983
size distortion,space and time lost all meaning everything seemed to be the same size,,5-meo-dmt,0.013892713639329137,True,-31.060562,-43.001713,4.1686454
time distortions,space and time lost all meaning everything seemed to be the same size,,5-meo-dmt,0.1188228390960776,True,-1.2929864,45.395615,-4.628195
visual effects,seconds after taking the hit visuals and other effects start to occur,,5-meo-dmt,0.08267053082014572,True,7.2961364,1.4038447,-30.04494
vomiting,intense nausea that causes the trip to be aborted before it peaks,,5-meo-dmt,0.05557085455731655,True,6.36041,-28.261286,28.976316
difficulty embracing the experience,experienced depression prior to the trip which caused difficulty in letting go and accepting the effects of the drug,,5-meo-dmt,0.006946356819664569,True,-53.32653,-4.4266605,-2.0952759
emotional flatness,experienced depression prior to the trip which caused difficulty in letting go and accepting the effects of the drug,,5-meo-dmt,0.006946356819664569,True,-56.780064,-5.0800676,-9.647638
balance,feeling of relaxation and balance in the environment,,5-meo-dmt,0.006946356819664569,True,-46.99065,-24.093834,9.514156
surrender,feeling of having to give in to the experience,,5-meo-dmt,0.006946356819664569,True,-53.199432,-17.71893,5.7479897
cognitive effects,feeling of having to give in to the experience,,5-meo-dmt,0.22746902549399228,True,39.697292,-6.4084744,-10.07169
time dilation,feeling of time slowing down or stopping,,5-meo-dmt,0.08267053082014572,True,-6.439989,44.814507,10.586369
sensory distortions,experienced slight changes in perception such as altered colors sounds and visuals,,5-meo-dmt,0.027785427278658275,True,-9.704059,-8.558194,-9.834152
cognitive effects,felt a mild intoxication similar to that of vaporized freebase 5 meo dmt,,5-meo-dmt,0.22746902549399228,True,43.425625,-6.8696666,-15.970638
intoxication,felt a mild intoxication similar to that of vaporized freebase 5 meo dmt,,5-meo-dmt,0.006946356819664569,True,-61.457695,-19.310472,-8.254448
olfactory hallucinations,experienced an unpleasant vapor produced by the vinegar solution,,5-meo-dmt,0.020839070458993705,True,-22.133984,-14.863466,-11.500098
cognitive impairments,no waste due to heat or escaped smoke,,5-meo-dmt,0.4619878470526773,True,40.783436,-30.942558,8.09193
paresthesia,no hot sticky smoke to burn the lungs,,5-meo-dmt,0.16087076817012871,True,-0.7146695,49.95575,-27.515682
coughing,no hot sticky smoke to burn the lungs,,5-meo-dmt,0.020839070458993705,True,-21.25992,-22.878199,22.01517
shortness of breath,immediately panicked and went to lay on the bed and try to control breathing,,5-meo-dmt,0.027785427278658275,True,-13.57993,-23.607521,26.14574
paresthesia,waves of energy came over me body went cold and tingly skin turned red,,5-meo-dmt,0.16087076817012871,True,-5.524275,47.690067,-23.89304
increased bodily warmth,waves of energy came over me body went cold and tingly skin turned red,,5-meo-dmt,0.013892713639329137,True,-23.67443,-35.24473,6.238591
sensory amplifications,waves of energy came over me body went cold and tingly skin turned red,,5-meo-dmt,0.13581587206166798,True,25.209076,4.2103257,-39.489616
increased pupil size,things looked grainy and speckled with light amounts of color eyes were bloodshot face was very red,,5-meo-dmt,0.006946356819664569,True,-38.594307,-12.004288,-24.281656
increased heart rate,felt heart beat two beats at once thought would die from heart attack more afraid of what was there when eyes were closed,,5-meo-dmt,0.14762594789311737,True,30.695223,-16.748308,29.126873
panic,felt heart beat two beats at once thought would die from heart attack more afraid of what was there when eyes were closed,,5-meo-dmt,0.14587349321295595,True,12.473288,4.6369605,44.617626
breathlessness,having a real problem with breathing tried to control breathing,,5-meo-dmt,0.04167814091798741,True,-4.149401,-19.469042,24.905838
shortness of breath,having a real problem with breathing tried to control breathing,,5-meo-dmt,0.027785427278658275,True,-12.438423,-20.384928,27.153578
intensity,the 5 meo dmt was incredibly intense and fast acting,,5-meo-dmt,0.006946356819664569,True,-39.242268,-17.999374,-10.246473
depersonalization,everything seemed different it was hard to explain it was like i was in an entirely different room but i still recognized everything,,5-meo-dmt,0.17715113747174085,True,32.033512,8.696684,-1.7056607
paresthesia,felt a warm glow on the top of my skull and i felt that my awareness was slowly leaking through the top of it,,5-meo-dmt,0.16087076817012871,True,-5.3907914,39.004326,-29.168695
cognitive impairments,felt a warm glow on the top of my skull and i felt that my awareness was slowly leaking through the top of it,,5-meo-dmt,0.4619878470526773,True,40.783436,-30.942558,8.09193
bodily effects,felt a warm glow on the top of my skull and i felt that my awareness was slowly leaking through the top of it,,5-meo-dmt,0.03299913193233409,True,-1.4385384,-3.794017,-2.55902
ego dissolution,saw an image of my face and i felt myself disperse in front of me,,5-meo-dmt,0.1188228390960776,True,21.16016,3.5103884,-22.163696
visual hallucinations,saw an image of my face and i felt myself disperse in front of me,,5-meo-dmt,0.07749315593222453,True,-0.02159447,9.838084,-27.587385
unity,i was the universe my eyes were that of the cosmic consciousness when i breathed it was the universe breathing with me,,5-meo-dmt,0.15914500665103892,True,19.421904,34.89693,20.93654
interconnectedness,i was the universe my eyes were that of the cosmic consciousness when i breathed it was the universe breathing with me,,5-meo-dmt,0.15575894267974025,True,51.993954,-2.1024954,24.987005
perspective distortion,changes in the way one perceives the world,,5-meo-dmt,0.006946356819664569,True,-49.361732,3.8123114,-24.292688
stimulation,feeling of increased energy and alertness,,5-meo-dmt,0.08782557672318779,True,10.488488,-4.1977777,1.9486613
visual effects,seeing visuals with eyes open,,5-meo-dmt,0.08267053082014572,True,7.3164682,5.434418,-27.298624
uneasiness,feeling of fear and unease,,5-meo-dmt,0.013892713639329137,True,-29.860483,-16.021002,18.278278
anxiety,felt relaxed although a little anxious about what would transpire,,5-meo-dmt,0.1111417091146331,True,19.0563,2.516814,24.334969
unity,experienced a clearly trippy sensation a little loss of the left right duality,,5-meo-dmt,0.15914500665103892,True,16.058935,40.20216,23.655537
interconnectedness,experienced a clearly trippy sensation a little loss of the left right duality,,5-meo-dmt,0.15575894267974025,True,47.404408,-2.9481714,16.356077
derealization,experienced a clearly trippy sensation a little loss of the left right duality,,5-meo-dmt,0.2572153499173369,True,42.815845,28.459185,0.57173747
internal hallucinations,felt like journeying to the center of the onion,,5-meo-dmt,0.07313760543286442,True,-6.9218936,20.381487,-26.90271
bodily transformations,self image had changed back to reflect my exterior appearance,,5-meo-dmt,0.04133818123671485,True,-4.53503,4.8006763,-4.87418
ego dissolution,experienced a near total disintegration of self image,,5-meo-dmt,0.1188228390960776,True,25.935833,2.1413805,-17.984808
perspective hallucinations,felt like others had discovered the hidden doorway leading to my head,,5-meo-dmt,0.006946356819664569,True,-47.83897,5.7565346,-19.47336
derealization,felt like others had discovered the hidden doorway leading to my head,,5-meo-dmt,0.2572153499173369,True,45.363167,15.21068,0.91641706
paresthesia,burning sensation up the nose after snorting the powder,,5-meo-dmt,0.16087076817012871,True,-5.524275,47.690067,-23.89304
nosebleeds,burning sensation up the nose after snorting the powder,,5-meo-dmt,0.020839070458993705,True,-21.11211,-30.794489,25.56451
restlessness,panicking and couldn t sit still,,5-meo-dmt,0.020839070458993705,True,-23.264738,-15.726407,18.565437
paranoia,dreading what might be seen checking the closet to see if anna had been killed,,5-meo-dmt,0.04167814091798741,True,-1.3658992,0.59009665,14.580343
hallucinations,dreading what might be seen checking the closet to see if anna had been killed,,5-meo-dmt,0.020839070458993705,True,-18.489162,-12.994982,-6.2666354
relaxation,feeling of deep relaxation and contentment,,5-meo-dmt,0.051662103954816345,True,-3.59744,-0.21975447,27.79695
contentment,feeling of deep relaxation and contentment,,5-meo-dmt,0.027785427278658275,True,-24.712442,-0.057514276,14.287509
derealization,feeling of detachment from reality,,5-meo-dmt,0.2572153499173369,True,40.353985,20.816687,-3.4649894
auditory acuity enhancement,increased perception of sound,,5-meo-dmt,0.013892713639329137,True,-30.302858,-31.492,-17.25874
time dilation,perception of time slowing down,,5-meo-dmt,0.08267053082014572,True,-6.439989,44.814507,10.586369
insight,sudden insight or understanding,,5-meo-dmt,0.08803766325376622,True,7.216981,23.95633,12.999021
out of body experiences,out of body experience,,5-meo-dmt,0.0505244437337626,True,-14.3193445,14.344251,-12.97766
vibrating vision,feeling of a natural human vibration,,5-meo-dmt,0.006946356819664569,True,-39.161892,2.3695424,-19.070917
bodily vibrations,feeling of a natural human vibration,,5-meo-dmt,0.006946356819664569,True,-62.725983,-3.9059188,5.7823634
bodily hallucinations,feeling of falling up down inward outward,,5-meo-dmt,0.013892713639329137,True,-26.057667,-28.652777,1.7970084
derealization,impression of vast space and strict confinement,,5-meo-dmt,0.2572153499173369,True,55.089252,20.962635,-4.360749
dereealization,impression of vast space and strict confinement,,5-meo-dmt,0.006946356819664569,True,-66.31623,-1.2759866,-12.836741
color enhancement,room is blinding and brilliant,,5-meo-dmt,0.03047457574168831,True,-8.958102,-20.520395,-21.055666
increased visual amplifications,room is blinding and brilliant,,5-meo-dmt,0.006946356819664569,True,-40.633446,-7.6082764,-24.630722
transpersonal states,existance that transcends everything,,5-meo-dmt,0.05905037915724696,True,-13.080225,22.583635,-3.2984211
mystical experiences,existance that transcends everything,,5-meo-dmt,0.08857556873587043,True,-1.8419966,25.777027,-11.043864
courage enhancement,alcohol gave the user the courage to take the drug,,5-meo-dmt,0.013892713639329137,True,-28.091227,-35.636307,-9.321878
disinhibition,alcohol gave the user the courage to take the drug,,5-meo-dmt,0.027785427278658275,True,-9.343407,-21.289673,2.4225483
cognitive effects,the drug caused a powerful mindfuck,,5-meo-dmt,0.22746902549399228,True,43.425625,-6.8696666,-15.970638
psychological trauma,the drug caused a powerful mindfuck,,5-meo-dmt,0.017715113747174084,True,-26.535133,-2.708954,0.23034385
inappropriate behavior,the user started screaming and howling,,5-meo-dmt,0.020839070458993705,True,-34.570522,-6.340471,30.451912
panic,the user started screaming and howling,,5-meo-dmt,0.14587349321295595,True,8.298789,8.359113,42.93839
unity,the user felt as if the universe had collapsed into a single point,,5-meo-dmt,0.15914500665103892,True,21.240295,44.376465,25.710497
interconnectedness,the user felt as if the universe had collapsed into a single point,,5-meo-dmt,0.15575894267974025,True,46.70565,1.2357543,27.33334
love,feeling of peace and love,,5-meo-dmt,0.059664006686948795,True,-17.39496,20.11968,36.513897
dizziness,feeling of being light headed and nothing special,,5-meo-dmt,0.0903026386556394,True,20.789381,-6.0033517,37.841393
visual effects,produced lots of visuals filled with white textures and the music that i was listening at the moment went thru some minor changes,,5-meo-dmt,0.08267053082014572,True,10.899936,5.046796,-24.360302
visual distortions,produced lots of visuals filled with white textures and the music that i was listening at the moment went thru some minor changes,,5-meo-dmt,0.21181462621474703,True,31.027779,40.42175,-9.279699
subjective effects,substance doesn t provide anything psychedelic in the true meaning of the word,,5-meo-dmt,0.14346222604138792,True,27.82997,-31.617353,-19.163517
subjective effects,onset was something like 5 seconds,,5-meo-dmt,0.14346222604138792,True,27.82997,-31.617353,-19.163517
essence amplification,substance gives a glance of the source code that we are made of,,5-meo-dmt,0.028874240440792332,True,-20.10984,-27.29429,-30.909206
philosophy enhancement,substance gives a glance of the source code that we are made of,,5-meo-dmt,0.02296565624261936,True,-14.520296,-33.147007,-19.384426
euphoria,produces indescribably euphoric physical sensations comparable to orgasm,,5-meo-dmt,0.06495541707297164,True,-10.495979,3.8862267,45.425976
fear,onset of effects is almost instantaneous and the ensuing rush so intense that no matter how many times one has used the substance the first few seconds after inhalation are invariably accompanied by a degree of shock and fear,,5-meo-dmt,0.18598357423733883,True,9.16033,25.643852,44.240852
euphoria,onset of effects is almost instantaneous and the ensuing rush so intense that no matter how many times one has used the substance the first few seconds after inhalation are invariably accompanied by a degree of shock and fear,,5-meo-dmt,0.06495541707297164,True,-11.733916,0.14906733,47.15578
cognitive effects,mental effects which are roughly comparable to the peak of a double digit acid experience,,5-meo-dmt,0.22746902549399228,True,43.53834,-13.625263,-15.210668
hallucinatory states,mental effects which are roughly comparable to the peak of a double digit acid experience,,5-meo-dmt,0.09815799751415107,True,15.716579,23.45031,-18.706509
paresthesia,twitches occasional feelings of pins and needles and numbness of the extremities occasional disturbances of memory,,5-meo-dmt,0.16087076817012871,True,1.0966829,47.87406,-22.55759
memory impairment,twitches occasional feelings of pins and needles and numbness of the extremities occasional disturbances of memory,,5-meo-dmt,0.05905037915724696,True,2.9780798,-31.58539,-16.035387
cognitive enhancements,increased mental clarity and proficiency,,5-meo-dmt,0.06599826386466819,True,7.68834,-22.997671,-24.903603
twitchiness,feeling of being twitchy and jumpy,,5-meo-dmt,0.006946356819664569,True,-60.723095,-19.70678,6.471174
love,feeling of deep spiritual love and bliss,,5-meo-dmt,0.059664006686948795,True,-17.39496,20.11968,36.513897
cognitive impairments,not associating material or sensory input with anything in the brain,,5-meo-dmt,0.4619878470526773,True,40.783436,-30.942558,8.09193
unity,feeling of being connected to something greater,,5-meo-dmt,0.15914500665103892,True,15.583208,46.926914,23.443045
interconnectedness,feeling of being connected to something greater,,5-meo-dmt,0.15575894267974025,True,41.3693,1.0533192,23.470667
beauty,overwhelming feeling of beauty that brings a tear to the eye,,5-meo-dmt,0.041248914915417614,True,-21.909273,14.601269,23.938084
breathlessness,t was scared and couldn t breathe and thought she was dying,,5-meo-dmt,0.04167814091798741,True,-4.149401,-19.469042,24.905838
panic attacks,t was scared and couldn t breathe and thought she was dying,,5-meo-dmt,0.027785427278658275,True,-17.179638,-13.480501,26.394234
empathy,i put my hand on her knee and said you re ok try to breathe evenly she grabbed my hand and wouldn t let go,,5-meo-dmt,0.02362015166289878,True,-19.583338,-7.8491106,5.0374885
interpersonal bonding,i put my hand on her knee and said you re ok try to breathe evenly she grabbed my hand and wouldn t let go,,5-meo-dmt,0.05682831435029799,True,-5.283933,15.164645,4.7542872
tactile hallucinations,my body such as i was aware of it fused with hers and my mind existed only to anchor this frightened being i d merged with,,5-meo-dmt,0.04593131248523872,True,-22.905706,11.754023,-22.849478
unity,my body such as i was aware of it fused with hers and my mind existed only to anchor this frightened being i d merged with,,5-meo-dmt,0.15914500665103892,True,19.448036,46.803394,18.664864
interconnectedness,my body such as i was aware of it fused with hers and my mind existed only to anchor this frightened being i d merged with,,5-meo-dmt,0.15575894267974025,True,41.999123,7.2129607,22.018293
insight,as i began to reintegrate i knew i d found purpose friendship love sharing,,5-meo-dmt,0.08803766325376622,True,9.489649,21.617195,8.555203
love,as i began to reintegrate i knew i d found purpose friendship love sharing,,5-meo-dmt,0.059664006686948795,True,-16.35869,15.935857,39.616676
positive affect,as i began to reintegrate i knew i d found purpose friendship love sharing,,5-meo-dmt,0.0857670096124889,True,31.905876,-12.917386,4.1208405
cognitive enhancements,the night was cool and crisp the stars bright the air clean life is good,,5-meo-dmt,0.06599826386466819,True,7.1994295,-16.153124,-20.279474
cognitive effects,accompanied by feeling of being under great pressure or under water,,5-meo-dmt,0.22746902549399228,True,37.06267,-8.922322,-14.870568
nausea,nausea,,5-meo-dmt,0.06430383747933423,True,12.124241,-23.198881,35.908905
fear,fear but unable to pinpoint why,,5-meo-dmt,0.18598357423733883,True,15.126417,25.887068,42.366123
unpleasant effects,some people think it is a waste of time,,5-meo-dmt,0.05905037915724696,True,10.873414,-26.207664,4.5672965
negative affect,some people think it is a waste of time,,5-meo-dmt,0.034731784098322845,True,0.20479885,-25.378916,0.6123216
cognitive impairments,at first but only lasts a few minutes,,5-meo-dmt,0.4619878470526773,True,40.783436,-30.942558,8.09193
paresthesia,feeling of movement in the head,,5-meo-dmt,0.16087076817012871,True,-5.524275,47.690067,-23.89304
tinnitus,feeling of movement in the head,,5-meo-dmt,0.034731784098322845,True,-13.67639,-23.609545,36.63829
ego softening,letting go of resistance and ego,,5-meo-dmt,0.006946356819664569,True,-56.88879,-12.155984,-10.775283
transpersonal hallucinations,experiencing death and resurrection,,5-meo-dmt,0.11549696176316933,True,29.131355,17.757313,-31.447575
death,experiencing death and resurrection,,5-meo-dmt,0.034731784098322845,True,-19.016506,9.780814,3.800307
derealization,being an observer of life,,5-meo-dmt,0.2572153499173369,True,45.95238,19.33863,4.7042427
depersonalization,being an observer of life,,5-meo-dmt,0.17715113747174085,True,32.033512,8.696684,-1.7056607
out of body experiences,floating in a space of nothingness,,5-meo-dmt,0.0505244437337626,True,-9.454751,13.993885,-14.831888
derealization,floating in a space of nothingness,,5-meo-dmt,0.2572153499173369,True,45.550716,30.14926,-3.2456992
healing,experiencing love and healing,,5-meo-dmt,0.013892713639329137,True,-34.02816,-27.015919,7.787767
peace,achieving a state of peace,,5-meo-dmt,0.04649589355933471,True,-10.307743,13.709904,23.640873
positive affect,fear and panic turned into its absolute opposite,,5-meo-dmt,0.0857670096124889,True,30.086842,-17.225592,5.5704355
unfamiliarity,felt so alien own breath,,5-meo-dmt,0.006946356819664569,True,-51.74308,-7.0515914,3.1853251
sexual arousal,stripped out of clothes writhed around bed in pleasure,,5-meo-dmt,0.025831051977408172,True,-11.432666,-10.333853,2.0933254
pleasure,stripped out of clothes writhed around bed in pleasure,,5-meo-dmt,0.034731784098322845,True,-17.549328,2.676894,21.921064
catharsis,amazing cleansing process,,5-meo-dmt,0.017715113747174084,True,-27.917469,-5.8696027,10.046877
emotional clarity,amazing cleansing process,,5-meo-dmt,0.005905037915724695,True,-53.16965,-8.798048,-8.382358
transpersonal hallucinations,death rebirth was everything wanted it to be,,5-meo-dmt,0.11549696176316933,True,20.153294,24.542671,-30.318193
mystical experiences,death rebirth was everything wanted it to be,,5-meo-dmt,0.08857556873587043,True,-4.6153173,28.144161,-8.918195
derealization,i felt like my body was disintegrating along with my perception of reality,,5-meo-dmt,0.2572153499173369,True,52.894035,28.531704,1.7426866
depersonalization,i felt like my body was disintegrating along with my perception of reality,,5-meo-dmt,0.17715113747174085,True,25.89823,7.6132197,-0.6040743
geometry,all around a point in front of me were geometric abstract shapes forming and shifting around,,5-meo-dmt,0.06420521045562348,True,-14.314438,33.35863,28.597494
unity,my body felt like it was merging into a line through the center of my being,,5-meo-dmt,0.15914500665103892,True,20.134647,43.05795,14.114016
interconnectedness,my body felt like it was merging into a line through the center of my being,,5-meo-dmt,0.15575894267974025,True,51.8371,-0.28944373,19.307072
geometry,i could see a void space that was infinitly filled with other lines forming complex geometric shapes,,5-meo-dmt,0.06420521045562348,True,-14.314438,33.35863,28.597494
auditory distortions,the hum seemed to make sense as the universal aum mantra,,5-meo-dmt,0.0903026386556394,True,-2.9741297,7.5088973,-44.067406
auditory hallucinations,the hum seemed to make sense as the universal aum mantra,,5-meo-dmt,0.1240057962302186,True,11.238922,20.340773,-49.123238
peace,i felt totally at peace and warm,,5-meo-dmt,0.04649589355933471,True,-10.307743,13.709904,23.640873
incoordination,my motor control was kind of weak still,,5-meo-dmt,0.04167814091798741,True,-0.020263003,-17.81079,15.108813
reduced motor control,my motor control was kind of weak still,,5-meo-dmt,0.006946356819664569,True,-50.141613,-15.345251,-30.323313
humor enhancement,i looked asleep with a shit eating grin,,5-meo-dmt,0.06495541707297164,True,6.8812737,-24.779844,-35.184242
stimulation,feeling of a rush of energy,,5-meo-dmt,0.08782557672318779,True,8.764437,1.789448,6.830799
heightened attention,feeling of attention being spread out into infinity,,5-meo-dmt,0.006946356819664569,True,-43.642334,-7.949272,-16.526388
internal hallucinations,seeing atomic events plants talking and a microwave turning into a robot,,5-meo-dmt,0.07313760543286442,True,-11.111614,20.869291,-30.85174
positive affect,positive thoughts similar to 40 50 different time travel experiences and thoughts per second for 15 minutes,,5-meo-dmt,0.0857670096124889,True,29.123404,-8.0717945,7.9784746
bliss,able to mentally and physically interact with the blissful state of consciousness,,5-meo-dmt,0.036163472768371445,True,-17.908987,11.471103,12.584922
visual hallucinations,three dimensional objects that can be touched and changed at will,,5-meo-dmt,0.07749315593222453,True,-3.6167014,14.375515,-27.380955
bodily pressures,massive pressure on the body,,5-meo-dmt,0.006946356819664569,True,-66.680695,-3.3750448,4.710949
transpersonal hallucinations,everything dissolved into a bright white light,,5-meo-dmt,0.11549696176316933,True,26.253613,13.899995,-29.608774
dissolution,everything dissolved into a bright white light,,5-meo-dmt,0.013892713639329137,True,-47.340065,-21.30806,18.289103
sadness,sadness for loved ones left behind,,5-meo-dmt,0.005905037915724695,True,-54.743423,-13.86297,-2.3275454
empathy,empathy from animals,,5-meo-dmt,0.02362015166289878,True,-19.583338,-7.8491106,5.0374885
vomiting,projectile vomiting,,5-meo-dmt,0.05557085455731655,True,6.36041,-28.261286,28.976316
interest,intrigued by the notion of many unrelated individuals having similar if not exact hallucinations,,5-meo-dmt,0.013892713639329137,True,-39.985916,-25.699888,12.887054
meditation enhancement,spent 10 minutes relaxing and in meditation to set the mood,,5-meo-dmt,0.006946356819664569,True,-41.2292,-23.21213,-16.810457
cognitive effects,wanted to understand what was going on,,5-meo-dmt,0.22746902549399228,True,37.94965,-14.517115,-16.079027
understanding,wanted to understand what was going on,,5-meo-dmt,0.006946356819664569,True,-45.723408,-12.162475,0.55289197
interpersonal bonding,feeling of closeness to others and the world,,5-meo-dmt,0.05682831435029799,True,-5.283933,15.164645,4.7542872
cognitive enhancements,easier to think and consider new ideas,,5-meo-dmt,0.06599826386466819,True,6.078247,-20.929514,-20.39494
peace,feeling of peace and calm,,5-meo-dmt,0.04649589355933471,True,-10.307743,13.709904,23.640873
introspection,reevaluating reality and reconsidering beliefs,,5-meo-dmt,0.05905037915724696,True,-12.93753,29.052364,11.999678
cognitive effects,reevaluating reality and reconsidering beliefs,,5-meo-dmt,0.22746902549399228,True,40.222385,-10.970981,-20.492725
stimulation,feeling of natural movement and energy,,5-meo-dmt,0.08782557672318779,True,14.636797,-2.9440072,4.249764
bodily effects,feeling of natural movement and energy,,5-meo-dmt,0.03299913193233409,True,-1.1637455,-2.6834161,1.7501079
unity,feeling of being connected to something greater,,5-meo-dmt,0.15914500665103892,True,14.443147,36.0899,18.850063
interconnectedness,feeling of being connected to something greater,,5-meo-dmt,0.15575894267974025,True,47.430065,7.3744545,25.502655
relaxation,feeling of peace and relaxation throughout the body,,5-meo-dmt,0.051662103954816345,True,-3.59744,-0.21975447,27.79695
stimulation,feeling of energy and power flowing through the body,,5-meo-dmt,0.08782557672318779,True,9.968644,4.420126,-0.43519887
beauty,feeling of beauty and joy,,5-meo-dmt,0.041248914915417614,True,-20.38085,17.287312,20.286213
joy,feeling of beauty and joy,,5-meo-dmt,0.07640992501631025,True,0.9835207,10.366727,31.889065
paresthesia,felt a humming buzzing energy filling up the body,,5-meo-dmt,0.16087076817012871,True,-4.5802045,45.29059,-30.279585
energy,felt a humming buzzing energy filling up the body,,5-meo-dmt,0.020839070458993705,True,-20.586256,-43.973362,-0.5005285
unity,experienced a feeling of being immersed in and merged with a rapidly folding stacking geometric pattern in multiple dimensions,,5-meo-dmt,0.15914500665103892,True,20.977737,49.87157,23.57267
interconnectedness,experienced a feeling of being immersed in and merged with a rapidly folding stacking geometric pattern in multiple dimensions,,5-meo-dmt,0.15575894267974025,True,41.999123,7.2129607,22.018293
unity,felt a sense of being very in touch with the true universe,,5-meo-dmt,0.15914500665103892,True,21.240295,44.376465,25.710497
interconnectedness,felt a sense of being very in touch with the true universe,,5-meo-dmt,0.15575894267974025,True,42.27225,5.547878,27.876492
peace,felt profoundly at peace,,5-meo-dmt,0.04649589355933471,True,-10.307743,13.709904,23.640873
sexual arousal,experienced a powerful sexual awareness as things settled down more firmly into the physical body,,5-meo-dmt,0.025831051977408172,True,-12.995387,-13.661892,0.98409814
cognitive impairments,had some difficulty following conversations,,5-meo-dmt,0.4619878470526773,True,40.783436,-30.942558,8.09193
intensified effects,the experience was very intense,,5-meo-dmt,0.006946356819664569,True,-51.645943,-9.937671,-19.274284
nausea,experienced weird breathing a little shakiness and nausea,,5-meo-dmt,0.06430383747933423,True,12.124241,-23.198881,35.908905
shakiness,experienced weird breathing a little shakiness and nausea,,5-meo-dmt,0.05314534124152226,True,3.060813,-11.982375,26.845842
shortness of breath,experienced weird breathing a little shakiness and nausea,,5-meo-dmt,0.027785427278658275,True,-13.57993,-23.607521,26.14574
visual distortions,objects in the room began to blend together and lose their objective meaning,,5-meo-dmt,0.21181462621474703,True,27.384287,46.109066,-9.547588
shakiness,body shook a bit like lsd but more intense,,5-meo-dmt,0.05314534124152226,True,3.060813,-11.982375,26.845842
increased salivation,mouth began to water like a freakin faucet,,5-meo-dmt,0.015498631186444903,True,-25.255276,-40.04219,15.138261
saliva buildup,mouth began to water like a freakin faucet,,5-meo-dmt,0.006946356819664569,True,-70.572044,-24.458979,3.9996986
breathlessness,breathing was labored and felt strange,,5-meo-dmt,0.04167814091798741,True,-4.149401,-19.469042,24.905838
distorted breathing,breathing was labored and felt strange,,5-meo-dmt,0.006946356819664569,True,-72.866905,-10.234311,-4.9685116
disinhibition,lost some inhibitions and quite a bit of good judgement,,5-meo-dmt,0.027785427278658275,True,-9.343407,-21.289673,2.4225483
impaired judgment,lost some inhibitions and quite a bit of good judgement,,5-meo-dmt,0.006946356819664569,True,-54.593452,-25.797241,-19.323565
